online_order,book_table,location,rest_type,cuisines,listed_in(type),listed_in(city)
1,0,22,66,918,2,17
1,0,41,40,470,2,17
1,0,22,66,1462,2,17
1,0,0,29,171,2,17
1,0,46,66,1888,2,17
1,0,43,22,1024,2,17
1,0,0,66,900,2,17
1,0,47,20,1726,2,17
1,1,0,22,480,2,17
1,0,29,16,826,2,17
1,0,0,66,1688,2,17
1,0,0,66,1340,2,17
1,0,0,66,0,2,17
1,0,41,40,1436,2,17
1,0,41,66,1622,2,17
1,0,22,40,1431,2,17
1,0,3,29,1447,2,17
1,1,44,23,1194,2,17
1,0,0,29,1419,2,17
1,0,47,66,1870,2,17
1,0,16,29,939,2,17
1,0,22,66,1011,2,17
1,0,0,66,1671,2,17
1,0,0,66,1805,2,17
1,0,44,40,1860,2,17
1,0,47,66,1870,2,17
1,0,0,66,1447,2,17
1,0,44,66,1461,2,17
1,0,0,41,328,2,17
1,0,41,66,1061,2,17
1,0,22,29,1226,2,17
1,0,22,29,1618,2,17
1,0,46,42,1589,2,17
1,0,0,66,975,2,17
1,0,47,66,1470,2,17
1,0,22,42,642,2,17
1,0,41,41,938,2,17
1,1,45,29,1860,2,17
1,0,22,40,1583,2,17
1,0,45,22,1132,2,17
1,0,41,42,772,2,17
1,0,47,22,1206,2,17
1,0,0,66,900,2,17
1,0,22,66,1795,2,17
1,0,0,66,157,2,17
1,0,18,66,1447,2,17
1,0,0,41,935,2,17
1,0,44,29,1431,2,17
1,0,22,29,626,2,17
1,1,45,10,388,2,17
1,0,7,29,971,2,17
1,0,22,66,1462,2,17
1,0,22,29,189,2,17
1,0,22,41,954,2,17
1,0,0,40,1014,2,17
1,0,47,66,1722,2,17
0,0,45,22,1175,2,17
1,1,3,29,485,2,17
1,0,45,66,753,2,17
1,0,0,41,1596,2,17
1,0,47,66,1724,2,17
1,0,22,22,1177,2,17
1,0,0,41,827,2,17
1,0,47,29,1870,2,17
1,0,46,22,1203,2,17
1,0,0,66,1870,2,17
1,0,32,66,868,2,17
1,0,18,29,1419,2,17
1,0,47,29,1767,2,17
1,1,44,29,1920,2,17
1,0,22,29,196,2,17
1,0,0,66,1234,2,17
1,0,46,66,1721,2,17
1,0,22,66,1870,2,17
1,0,0,66,1694,2,17
1,1,45,22,1207,2,17
1,0,32,0,551,2,17
1,0,0,66,978,2,17
1,0,22,29,941,2,17
1,0,44,0,551,2,17
1,0,0,66,1718,2,17
0,1,45,35,1526,2,17
1,0,0,66,1795,2,17
1,0,41,66,602,2,17
1,0,45,54,1901,2,17
1,0,44,66,975,2,17
1,0,16,29,157,2,17
1,0,22,66,103,2,17
1,1,0,29,913,2,17
1,0,41,40,1836,2,17
1,1,45,22,66,2,17
1,0,22,66,210,2,17
1,0,91,66,1077,2,17
1,0,41,66,935,2,17
0,0,45,41,982,2,17
1,0,0,66,1010,2,17
1,0,22,29,105,2,17
1,0,22,42,772,2,17
1,0,45,66,1265,2,17
1,0,22,66,935,2,17
1,0,45,24,1164,2,17
1,0,32,41,1870,2,17
1,0,16,40,511,2,17
1,0,45,40,159,2,17
1,0,22,29,477,2,17
1,0,0,66,219,2,17
1,0,45,66,1077,2,17
1,0,0,66,602,2,17
1,0,0,66,1316,2,17
1,0,45,66,1622,2,17
1,0,22,40,958,2,17
1,1,0,29,1263,2,17
1,0,0,40,1722,2,17
1,0,22,41,1870,2,17
1,0,45,42,1569,2,17
1,0,45,29,227,2,17
1,0,47,29,587,2,17
1,0,0,40,899,2,17
1,0,47,40,821,2,17
1,0,44,42,1569,2,17
1,0,0,66,1663,2,17
1,0,47,40,1870,2,17
1,0,0,66,1452,2,17
1,0,22,42,1589,2,17
1,0,22,66,1870,2,17
1,0,0,29,1870,2,17
1,0,41,10,1492,2,17
0,0,45,22,1138,2,17
1,0,45,29,1432,2,17
1,0,0,66,1886,2,17
1,0,0,66,1447,2,17
1,0,32,66,1077,2,17
1,0,48,40,1760,2,17
1,0,47,29,454,2,17
1,1,45,35,1449,2,17
1,0,0,67,1418,2,17
1,0,41,29,868,2,17
1,0,45,66,282,2,17
1,0,47,66,1433,2,17
1,0,0,41,1794,2,17
1,0,47,40,844,2,17
1,0,47,24,1133,2,17
1,0,7,29,1005,2,17
1,1,0,29,1461,2,17
1,0,22,66,1805,2,17
1,0,47,29,1433,2,17
1,0,47,56,101,2,17
1,0,47,66,1870,2,17
1,1,22,29,1392,2,17
1,0,45,42,772,2,17
1,0,0,41,1447,2,17
1,0,46,22,1109,2,17
1,0,0,66,348,2,17
1,0,45,42,1569,2,17
1,0,41,66,1677,2,17
1,0,32,66,1001,2,17
1,0,41,40,1275,2,17
1,0,41,41,974,2,17
1,0,45,22,706,2,17
1,0,0,66,602,2,17
0,0,0,34,1870,2,17
1,1,45,29,941,2,17
1,0,16,42,1576,2,17
1,0,45,16,790,2,17
1,0,46,22,1164,2,17
1,0,45,66,1908,2,17
1,0,45,29,986,2,17
1,0,22,29,1254,2,17
1,0,22,22,1030,2,17
1,0,46,66,1870,2,17
1,0,45,16,628,2,17
1,1,45,29,900,2,17
1,0,48,40,1824,2,17
1,0,32,29,200,2,17
1,0,0,66,961,2,17
1,0,0,66,1870,2,17
1,0,0,66,1396,2,17
1,0,0,66,1001,2,17
1,0,0,66,1622,2,17
1,0,44,40,1001,2,17
1,0,22,40,954,2,17
1,1,45,29,1870,2,17
1,0,0,16,827,2,17
1,0,18,16,793,2,17
1,0,18,66,619,2,17
1,0,46,29,1870,2,17
1,0,32,66,681,2,17
1,0,0,66,1396,2,17
1,0,32,66,1011,2,17
1,0,47,40,853,2,17
1,0,45,22,53,2,17
1,0,0,0,521,2,17
1,0,18,40,72,2,17
1,0,47,41,1671,2,17
1,0,45,24,652,2,17
1,0,45,41,953,2,17
0,0,44,22,1026,2,17
1,0,0,66,1640,2,17
1,0,22,22,1157,2,17
1,0,22,66,469,2,17
1,0,46,66,1681,2,17
1,0,16,59,1006,2,17
1,0,44,41,861,2,17
0,0,46,66,1909,2,17
1,0,45,66,1622,2,17
1,0,0,69,1772,2,17
1,0,22,29,939,2,17
1,0,0,40,628,2,17
1,0,91,29,309,2,17
1,0,0,40,1001,2,17
1,0,29,66,1877,2,17
1,0,0,41,1897,2,17
1,0,45,18,781,2,17
1,0,0,40,1800,2,17
1,1,45,29,1408,2,17
1,0,22,29,1391,2,17
1,1,47,29,455,2,17
1,0,16,66,1767,2,17
0,0,45,29,182,2,17
1,1,45,29,190,2,17
1,0,3,66,1622,2,17
1,0,0,66,1622,2,17
1,0,45,29,1406,2,17
1,0,47,29,487,2,17
1,0,0,66,1870,2,17
1,0,41,66,1397,2,17
1,0,46,66,1685,2,17
1,0,46,66,1908,2,17
1,0,22,66,1322,2,17
1,1,44,29,383,2,17
0,1,45,8,422,2,17
1,0,48,40,551,2,17
1,0,41,66,1813,2,17
1,0,47,3,561,2,17
1,0,3,66,71,2,17
1,0,47,40,1492,2,17
1,0,0,41,628,2,17
1,0,0,66,1671,2,17
1,0,45,66,1870,2,17
1,0,91,66,1405,2,17
1,0,46,29,1638,2,17
1,0,22,18,773,2,17
1,0,45,29,587,2,17
1,0,32,29,168,2,17
1,0,46,29,1890,2,17
1,0,0,66,1447,2,17
1,0,46,63,1891,2,17
1,0,0,18,523,2,17
1,0,32,0,551,2,17
1,0,22,16,1640,2,17
1,0,48,22,1129,2,17
1,1,45,29,200,2,17
0,1,45,29,394,2,17
1,0,22,42,772,2,17
1,0,0,66,273,2,17
1,0,22,66,1898,2,17
1,0,0,66,1901,2,17
1,0,47,66,97,2,17
1,0,32,66,1622,2,17
1,0,0,40,1908,2,17
1,0,72,42,1569,2,17
1,0,22,66,855,2,17
1,0,0,66,1419,2,17
1,0,45,66,1622,2,17
1,0,22,29,338,2,17
1,0,0,29,1895,2,17
1,0,25,20,818,2,17
1,1,45,29,1862,2,17
1,0,47,40,764,2,17
1,0,41,29,626,2,17
1,0,22,29,200,2,17
1,0,45,22,687,2,17
1,0,47,29,998,2,17
1,0,41,66,1390,2,17
1,0,16,66,1461,2,17
1,1,47,29,1870,2,17
1,0,0,40,1729,2,17
1,0,44,66,1886,2,17
1,0,41,10,1321,2,17
1,0,22,29,1391,2,17
1,0,45,29,1803,2,17
0,0,45,29,171,2,17
1,1,41,10,1261,2,17
1,0,45,20,1640,2,17
1,0,0,66,1805,2,17
1,0,0,45,1844,2,17
1,1,44,29,1870,2,17
1,0,45,42,782,2,17
1,1,22,29,185,2,17
1,0,32,66,237,2,17
1,0,45,16,860,2,17
1,1,3,29,1870,2,17
1,0,45,66,619,2,17
1,0,0,66,1722,2,17
1,0,0,22,1140,2,17
1,0,0,29,1886,2,17
1,0,0,66,606,2,17
1,0,0,29,1447,2,17
1,0,0,66,1001,2,17
1,0,91,29,1275,2,17
1,0,0,66,1001,2,17
1,0,22,22,1174,2,17
1,0,45,66,1422,2,17
1,0,22,66,1892,2,17
1,0,46,63,868,2,17
1,0,42,22,722,2,17
1,0,45,29,386,2,17
1,0,0,16,1726,2,17
1,0,0,22,1109,2,17
1,0,41,66,1870,2,17
1,0,29,66,1858,2,17
1,0,40,40,1447,2,17
1,0,0,66,1870,2,17
0,0,45,66,1657,2,17
1,0,47,29,1832,2,17
1,1,44,66,781,2,17
1,0,45,22,1210,2,17
1,0,41,66,1227,2,17
1,1,22,29,1447,2,17
1,1,22,29,1275,2,17
1,0,22,16,781,2,17
1,0,45,16,628,2,17
0,0,45,29,935,2,17
1,0,45,42,1569,2,17
1,0,41,0,551,2,17
1,0,41,22,1132,2,17
1,0,0,66,1741,2,17
1,0,41,40,499,2,17
1,0,46,29,1870,2,17
1,0,45,42,556,2,17
1,0,32,66,1461,2,17
1,0,22,66,1908,2,17
1,0,0,66,1870,2,17
1,0,46,29,1406,2,17
1,0,32,66,858,2,17
1,0,44,66,1622,2,17
1,0,90,16,1772,2,17
1,0,45,20,1304,2,17
1,0,18,66,1870,2,17
1,0,22,41,171,2,17
1,0,22,29,147,2,17
1,0,47,29,981,2,17
1,0,0,66,1870,2,17
1,0,41,22,1040,2,17
1,0,47,66,1077,2,17
1,0,45,29,998,2,17
1,1,22,29,1406,2,17
1,1,46,29,1870,2,17
1,0,0,16,1772,2,17
1,0,0,66,335,2,17
1,0,45,22,1136,2,17
1,0,22,41,1685,2,17
1,0,22,63,1847,2,17
1,0,22,16,860,2,17
1,0,45,29,1467,2,17
1,0,47,40,1560,2,17
1,0,16,66,1652,2,17
1,0,45,66,997,2,17
1,0,0,41,980,2,17
1,0,22,29,1447,2,17
0,0,45,66,1433,2,17
1,0,91,66,1870,2,17
1,0,0,42,1743,2,17
1,1,47,29,1769,2,17
1,0,0,16,834,2,17
1,0,0,66,1622,2,17
1,0,41,66,374,2,17
1,1,45,65,427,2,17
1,1,22,22,698,2,17
1,0,0,66,1671,2,17
1,0,0,16,834,2,17
1,1,46,29,1227,2,17
1,0,0,16,790,2,17
1,0,22,29,1870,2,17
0,1,45,22,700,2,17
1,0,47,42,772,2,17
1,0,45,66,1870,2,17
1,0,46,29,1406,2,17
1,0,47,29,1860,2,17
1,0,16,66,1908,2,17
1,1,46,29,122,2,17
1,0,43,66,1675,2,17
1,0,44,66,1447,2,17
1,1,47,29,998,2,17
1,0,45,66,855,2,17
1,0,0,40,1447,2,17
0,1,45,56,42,2,17
1,0,46,66,1805,2,17
1,0,22,66,215,2,17
1,0,0,41,1447,2,17
1,0,0,66,128,2,17
1,0,91,29,1447,2,17
1,0,45,29,1791,2,17
1,0,45,42,1589,2,17
0,0,0,28,1035,2,17
1,0,18,66,1671,2,17
1,0,48,16,628,2,17
1,0,16,66,1447,2,17
1,0,0,66,954,2,17
1,1,44,29,1768,2,17
1,0,0,40,184,2,17
1,0,47,29,903,2,17
1,0,0,66,524,2,17
1,0,44,29,1229,2,17
1,0,22,66,1077,2,17
1,0,16,18,772,2,17
1,0,41,66,1870,2,17
1,0,22,16,827,2,17
1,0,22,29,311,2,17
1,0,46,66,1011,2,17
1,0,45,29,1462,2,17
1,0,46,66,1908,2,17
1,0,18,40,511,2,17
1,0,46,29,1227,2,17
1,0,44,23,1146,2,17
1,0,22,29,393,2,17
1,0,22,66,868,2,17
1,0,22,66,171,2,17
1,0,41,66,895,2,17
0,1,45,29,1431,2,17
1,0,3,66,1870,2,17
1,0,0,40,215,2,17
1,0,0,66,1889,2,17
1,0,32,29,935,2,17
1,0,18,66,1870,2,17
1,1,45,29,1447,2,17
1,0,0,66,772,2,17
1,0,41,66,1447,2,17
1,0,46,66,732,2,17
1,0,47,40,1908,2,17
1,0,0,29,935,2,17
1,0,0,18,628,2,17
1,0,22,29,941,2,17
1,0,16,3,551,2,17
1,0,0,66,1447,2,17
1,1,45,22,687,2,17
1,0,81,40,1030,2,17
1,0,41,66,1870,2,17
1,0,46,29,1461,2,17
1,0,45,66,853,2,17
1,0,0,42,772,2,17
1,0,45,42,772,2,17
1,0,22,66,1419,2,17
1,0,0,40,1321,2,17
1,0,46,66,964,2,17
1,0,22,42,1569,2,17
1,0,47,29,1446,2,17
1,0,22,29,137,2,17
1,1,45,34,1239,2,17
1,1,45,22,81,2,17
1,1,22,33,1526,2,17
1,0,22,29,779,2,17
1,1,45,10,1273,2,17
1,1,44,29,8,2,17
1,0,22,66,1622,2,17
0,0,45,42,781,2,17
0,0,45,29,1461,2,17
1,0,0,66,1691,2,17
1,0,48,66,1671,2,17
0,0,45,66,1694,2,17
1,0,22,66,1870,2,17
1,0,45,29,1668,2,17
1,0,46,66,1001,2,17
1,0,47,29,1443,2,17
1,0,0,66,1889,2,17
1,0,47,66,868,2,17
1,0,0,66,1321,2,17
1,0,22,29,1431,2,17
1,1,44,29,171,2,17
1,0,45,42,1608,2,17
1,1,45,29,360,2,17
1,0,0,16,790,2,17
1,1,0,22,1020,2,17
1,0,41,68,1847,2,17
0,1,45,29,1810,2,17
1,0,0,41,309,2,17
1,0,0,42,1589,2,17
1,0,46,16,834,2,17
1,0,45,66,1913,2,17
1,0,47,66,1804,2,17
1,0,22,59,1908,2,17
1,0,41,66,1696,2,17
1,0,22,16,826,2,17
1,0,32,29,1447,2,17
1,0,41,66,623,2,17
1,0,16,40,1729,2,17
1,0,0,41,1317,2,17
1,0,45,29,931,2,17
1,0,22,22,1132,2,17
1,0,22,40,1001,2,17
1,0,91,66,1870,2,17
1,0,0,66,804,2,17
1,0,47,16,860,2,17
1,0,45,29,1437,2,17
1,0,45,3,551,2,17
1,0,0,66,1461,2,17
1,0,0,22,1125,2,17
1,0,32,29,935,2,17
0,0,45,66,1306,2,17
1,0,0,29,1447,2,17
1,0,45,22,687,2,17
1,0,18,66,1447,2,17
1,0,22,66,259,2,17
1,0,32,66,1461,2,17
1,1,43,22,1132,2,17
1,0,22,40,1870,2,17
1,0,0,29,741,2,17
1,0,22,42,1589,2,17
1,0,0,16,790,2,17
1,0,0,66,1690,2,17
1,0,22,66,1881,2,17
1,0,45,0,551,2,17
1,0,41,29,1387,2,17
1,0,45,66,1622,2,17
1,0,0,20,790,2,17
1,0,0,16,853,2,17
1,0,32,29,1461,2,17
1,0,0,16,790,2,17
1,0,0,66,961,2,17
1,1,25,29,202,2,17
1,1,45,10,832,2,17
1,0,0,66,1908,2,17
1,0,32,66,1783,2,17
1,0,44,42,1569,2,17
1,0,22,22,1512,2,17
1,0,0,2,533,2,17
1,0,0,16,1915,2,17
1,0,40,40,868,2,17
1,0,45,29,1419,2,17
1,0,0,66,1637,2,17
1,0,0,66,1886,2,17
1,1,32,29,1447,2,17
1,0,22,29,1817,2,17
1,0,0,29,171,2,17
1,0,0,20,790,2,17
1,1,43,22,1109,2,17
1,1,43,22,1146,2,17
1,0,0,40,1268,2,17
1,0,0,16,628,2,17
1,0,45,0,551,2,17
1,0,3,66,1447,2,17
1,0,25,66,1685,2,17
1,1,43,29,395,2,17
1,0,47,29,924,2,17
1,0,0,16,628,2,17
1,0,0,40,1461,2,17
1,1,16,29,429,2,17
1,0,16,40,1767,2,17
1,0,32,22,1025,2,17
1,0,41,66,1795,2,17
1,0,0,40,1447,2,17
1,0,32,42,1589,2,17
1,0,22,66,1671,2,17
1,0,0,66,1677,2,17
1,1,22,33,1560,2,17
1,0,47,0,551,2,17
1,1,44,29,1593,2,17
1,0,41,22,1020,2,17
1,1,45,8,1240,2,17
1,0,18,66,1447,2,17
1,0,0,66,1870,2,17
1,1,47,29,482,2,17
1,0,16,66,1001,2,17
1,0,0,66,1889,2,17
1,1,47,10,1870,2,17
1,0,0,66,1908,2,17
1,0,47,29,1613,2,17
1,0,45,66,1227,2,17
1,0,22,0,551,2,17
1,0,44,0,551,2,17
1,0,0,29,1447,2,17
1,0,45,22,1020,2,17
1,1,45,10,1050,2,17
1,0,22,66,619,2,17
1,0,0,40,511,2,17
1,0,41,66,790,2,17
1,0,22,42,1743,2,17
1,0,0,66,1447,2,17
1,0,41,29,1405,2,17
1,0,46,20,798,2,17
1,0,0,66,1694,2,17
1,0,18,42,1569,2,17
0,0,32,29,1832,2,17
1,0,0,66,1913,2,17
1,0,44,22,1164,2,17
1,0,44,22,1194,2,17
1,0,47,66,331,2,17
1,0,41,66,1870,2,17
1,0,22,40,868,2,17
1,1,44,22,1109,2,17
1,0,0,29,1478,2,17
1,0,22,29,175,2,17
1,0,47,42,511,2,17
1,0,45,66,1480,2,17
1,0,22,66,1447,2,17
1,0,0,22,1127,2,17
1,0,46,66,680,2,17
1,0,27,66,147,2,17
1,0,46,29,1447,2,17
1,0,16,66,1899,2,17
1,0,41,29,1870,2,17
1,1,41,22,64,2,17
1,0,45,16,772,2,17
1,0,22,45,1569,2,17
0,0,45,29,1251,2,17
1,0,22,66,1447,2,17
1,1,22,29,1465,2,17
1,0,0,63,309,2,17
1,0,22,29,1436,2,17
1,1,44,65,1056,2,17
1,0,46,66,1878,2,17
1,0,32,66,975,2,17
1,0,0,42,1589,2,17
1,0,41,6,511,2,17
1,0,48,66,1447,2,17
1,0,18,41,1634,2,17
1,0,46,40,833,2,17
1,1,45,23,1141,2,17
0,0,44,66,854,2,17
1,0,47,41,937,2,17
1,0,41,0,551,2,17
1,1,46,29,1588,2,17
1,0,41,66,1447,2,17
1,0,71,41,1909,2,17
1,0,48,16,628,2,17
1,0,45,68,1659,2,17
1,0,48,66,1421,2,17
1,0,41,20,1640,2,17
1,0,32,22,361,2,17
1,0,44,29,1243,2,17
1,0,45,66,335,2,17
1,0,0,66,1447,2,17
1,0,0,22,75,2,17
1,0,22,29,935,2,17
1,0,46,42,1569,2,17
1,0,22,29,213,2,17
1,0,0,66,1870,2,17
1,1,44,29,1459,2,17
1,0,41,66,1481,2,17
1,0,48,42,1569,2,17
1,0,43,29,1447,2,17
1,0,0,66,1001,2,17
1,0,0,66,1318,2,17
1,0,46,66,1227,2,17
1,0,45,66,1696,2,17
1,0,32,66,1816,2,17
0,0,0,66,790,2,17
1,0,46,66,1671,2,17
1,0,46,66,1838,2,17
1,0,41,68,1841,2,17
1,0,22,66,1461,2,17
1,0,0,66,1906,2,17
1,0,0,66,1382,2,17
1,0,0,22,656,2,17
1,0,47,42,1589,2,17
1,0,41,41,551,2,17
1,0,0,66,1794,2,17
1,0,22,41,1722,2,17
0,1,45,56,1560,2,17
1,0,45,66,1709,2,17
1,0,32,16,628,2,17
1,0,0,66,1671,2,17
1,0,47,66,1085,2,17
0,0,45,59,1870,2,17
1,0,0,66,620,2,17
1,0,45,41,772,2,17
1,0,48,16,1772,2,17
1,0,0,66,1831,2,17
1,0,0,66,292,2,17
1,1,45,9,1160,2,17
1,0,0,29,309,2,17
1,0,0,66,105,2,17
1,0,46,66,935,2,17
1,0,0,69,1001,2,17
1,0,0,28,1018,2,17
1,1,1,29,397,2,17
1,0,22,66,1908,2,17
1,1,45,29,1447,2,17
1,0,22,41,1447,2,17
1,0,45,40,511,2,17
1,0,0,29,1277,2,17
1,0,0,16,628,2,17
1,0,0,66,1433,2,17
1,0,18,40,105,2,17
1,0,41,40,1001,2,17
1,0,0,29,1227,2,17
1,0,0,29,1447,2,17
1,0,0,16,826,2,17
1,0,45,66,1622,2,17
1,0,46,51,1805,2,17
0,0,45,0,559,2,17
1,1,47,10,35,2,17
1,0,44,40,1870,2,17
1,1,44,29,733,2,17
1,0,45,42,1743,2,17
1,0,0,40,1671,2,17
1,0,0,66,1870,2,17
1,0,0,66,1447,2,17
1,0,0,42,1743,2,17
0,0,0,68,1841,2,17
1,0,45,66,1879,2,17
1,0,45,16,1772,2,17
1,0,3,40,1870,2,17
0,0,45,59,157,2,17
1,0,32,66,1826,2,17
1,0,46,22,1019,2,17
1,0,18,66,1447,2,17
0,0,45,59,619,2,17
1,0,0,42,1743,2,17
1,0,32,42,1600,2,17
0,0,7,66,1321,2,17
0,0,45,16,628,2,17
1,0,0,66,814,2,17
1,0,46,22,1146,2,17
1,1,0,22,682,2,17
1,0,22,41,577,2,17
1,0,48,66,1422,2,17
1,0,22,66,1419,2,17
1,0,72,66,332,2,17
1,0,44,40,822,2,17
1,0,0,41,1227,2,17
1,0,0,66,1622,2,17
1,0,45,66,1433,2,17
1,0,47,42,1745,2,17
1,0,0,66,1870,2,17
1,0,3,66,1461,2,17
1,0,0,66,1461,2,17
1,0,32,16,834,2,17
1,0,27,66,1447,2,17
1,0,22,41,900,2,17
1,0,41,66,246,2,17
1,0,41,66,311,2,17
1,0,25,29,1461,2,17
1,0,0,29,147,2,17
1,0,22,66,1089,2,17
1,0,45,22,533,2,17
1,0,44,66,1476,2,17
1,0,0,22,712,2,17
1,0,0,66,1622,2,17
1,1,44,8,1333,2,17
1,0,40,40,628,2,17
1,0,0,16,1772,2,17
1,0,47,66,236,2,17
1,0,41,40,1870,2,17
1,0,46,66,1637,2,17
1,0,72,66,1572,2,17
1,0,0,66,142,2,17
1,0,7,41,1870,2,17
1,0,0,66,157,2,17
1,0,46,66,326,2,17
1,1,48,22,687,2,17
0,0,45,66,1715,2,17
0,0,45,66,677,2,17
1,0,3,0,511,2,17
1,0,0,66,672,2,17
1,0,0,29,1006,2,17
1,0,0,66,790,2,17
1,1,42,29,344,2,17
1,1,46,66,1111,2,17
0,0,45,42,1743,2,17
1,0,41,40,1461,2,17
1,0,41,66,1510,2,17
1,0,32,54,1858,2,17
1,0,32,28,1121,2,17
1,0,22,42,1569,2,17
1,0,47,10,1332,2,17
1,0,0,41,157,2,17
0,0,45,66,1227,2,17
0,0,45,66,1767,2,17
0,0,45,66,1640,2,17
0,0,45,66,126,2,17
0,0,45,41,1353,2,17
0,0,45,42,781,2,17
0,0,45,66,1640,2,17
0,0,45,40,1268,2,17
1,0,45,41,1669,2,17
1,0,48,66,1422,2,17
0,0,45,40,963,2,17
0,0,45,66,458,2,17
0,0,45,45,1572,2,17
0,0,45,66,1447,2,17
0,0,45,40,551,2,17
0,0,45,29,1390,2,17
0,0,45,66,1452,2,17
0,0,45,40,1227,2,17
0,0,45,40,1492,2,17
0,0,45,66,1690,2,17
0,0,45,66,1662,2,17
0,0,45,59,147,2,17
1,0,41,40,1275,2,17
1,0,0,22,1198,2,17
1,0,32,22,1109,2,17
1,0,0,16,628,2,17
1,0,47,42,1569,2,17
1,0,0,66,306,2,17
1,0,46,66,1097,2,17
0,0,45,40,1886,2,17
0,0,45,41,1268,2,17
0,0,45,40,1436,2,17
0,0,45,40,1860,2,17
1,0,48,6,561,2,17
1,0,0,63,1447,2,17
1,0,46,29,1785,2,17
1,0,0,66,1447,2,17
1,0,47,22,1155,2,17
1,0,41,41,1671,2,17
1,0,46,29,148,2,17
1,0,7,66,1447,2,17
1,0,45,66,798,2,17
1,0,47,22,1109,2,17
1,0,41,66,1805,2,17
1,0,45,22,1025,2,17
1,0,22,66,900,2,17
1,0,18,40,144,2,17
1,0,46,40,1481,2,17
1,0,0,40,1447,2,17
1,0,18,66,1297,2,17
1,0,45,66,1622,2,17
1,0,0,66,868,2,17
1,0,46,51,1662,2,17
1,0,0,40,860,2,17
1,0,7,66,1447,2,17
1,0,45,66,317,2,17
1,0,41,66,1671,2,17
1,0,44,16,826,2,17
1,0,0,66,1886,2,17
1,0,44,66,1281,2,17
1,0,16,66,1317,2,17
1,0,22,41,159,2,17
1,0,0,69,17,2,17
0,0,22,40,1870,2,17
1,0,44,40,935,2,17
1,0,22,41,1317,2,17
0,0,44,66,200,2,17
1,0,0,41,935,2,17
1,0,16,66,1405,2,17
1,0,0,66,1751,2,17
1,0,41,29,1677,2,17
1,0,41,66,1634,2,17
1,0,44,40,1569,2,17
1,0,0,66,1858,2,17
1,0,0,22,1109,2,17
1,0,0,16,628,2,17
1,0,0,29,309,2,17
1,0,0,16,827,2,17
1,0,41,66,1572,2,17
1,0,41,66,1736,2,17
1,0,47,41,935,2,17
1,0,0,66,1227,2,17
1,0,22,41,1870,2,17
1,0,84,66,1447,2,17
1,0,41,66,1870,2,17
1,0,42,40,1317,2,17
1,0,44,42,772,2,17
1,0,22,66,1622,2,17
1,0,46,40,1892,2,17
1,0,46,40,1086,2,17
1,0,22,40,1447,2,17
1,0,22,41,1870,2,17
1,0,22,66,868,2,17
1,0,0,0,551,2,17
1,0,41,41,453,2,17
1,0,0,66,1459,2,17
1,0,0,66,219,2,17
1,0,44,40,868,2,17
1,0,42,40,1447,2,17
1,0,0,41,1459,2,17
1,0,32,66,1390,2,17
1,0,0,66,1461,2,17
1,0,0,40,810,2,17
1,0,0,29,1447,2,17
1,0,0,69,790,2,17
1,0,32,66,1685,2,17
1,0,16,40,1735,2,17
1,0,46,41,1767,2,17
1,0,22,40,1447,2,17
1,0,22,40,145,2,17
1,0,81,53,236,2,17
1,0,81,53,462,2,17
1,0,0,40,1088,2,17
1,0,44,40,1227,2,17
0,0,18,66,1419,2,17
1,0,18,66,1447,2,17
1,0,0,35,1237,2,17
1,0,41,66,603,2,17
1,0,0,66,1227,2,17
0,0,44,3,551,2,17
0,0,0,40,1447,2,17
0,0,41,66,1447,2,17
0,0,46,40,1722,2,17
0,0,81,40,1729,2,17
0,0,44,40,1751,2,17
0,0,47,66,1311,2,17
0,0,46,40,1902,2,17
0,0,0,41,1450,2,17
0,0,46,40,852,2,17
0,0,18,40,1870,2,17
0,0,46,66,1447,2,17
0,0,48,63,1447,2,17
0,0,48,40,627,2,17
0,0,0,40,935,2,17
0,0,41,66,1622,2,17
0,0,41,41,1870,2,17
0,0,44,40,1870,2,17
0,0,0,66,1886,2,17
0,0,0,41,1447,2,17
0,0,41,40,1622,2,17
0,0,46,40,1696,2,17
0,0,0,40,1003,2,17
1,0,22,40,1317,2,17
1,0,22,41,1317,2,17
0,0,44,40,1859,2,17
1,0,22,41,1452,2,17
0,0,44,40,1767,2,17
0,0,18,40,1581,2,17
0,0,22,40,1622,2,17
0,0,0,40,1791,2,17
0,0,29,41,551,2,17
0,0,25,66,1897,2,17
0,0,41,40,1447,2,17
0,0,0,66,1461,2,17
0,0,0,41,1722,2,17
1,0,0,66,1001,2,17
1,0,22,40,487,2,17
1,0,46,29,602,2,17
1,0,0,59,935,2,17
1,0,0,41,1685,2,17
0,0,29,20,847,2,17
1,0,41,66,997,2,17
0,0,0,41,1470,2,17
1,0,41,41,1447,2,17
1,0,48,40,1228,2,17
1,0,22,41,105,2,17
1,0,41,40,1492,2,17
0,0,0,66,1913,2,17
1,0,0,66,1858,2,17
1,0,0,66,1492,2,17
1,0,81,53,1572,2,17
1,0,44,40,1870,2,17
1,0,22,29,1436,2,17
0,0,72,66,1870,2,17
0,0,72,66,1671,2,17
0,0,72,6,552,2,17
1,0,81,53,1227,2,17
1,0,47,40,935,2,17
1,0,18,41,1892,2,17
1,0,0,41,1870,2,17
1,0,44,40,1870,2,17
1,0,45,41,1358,2,17
1,0,41,41,1879,2,17
1,0,22,66,975,2,17
1,0,47,40,1560,2,17
1,0,0,66,1447,2,17
1,0,41,29,1870,2,17
